Region,Year,Activities,ActivityType,Gender,HaveJob,TimeUse
8000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
9000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
10000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
11000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,15
12000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,17
13000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,15
14000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,16
15000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
16000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,16
17000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
18000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
19000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
20000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
21000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
22000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
23000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,14
24000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,20
25000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,16
26000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,17
27000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
28000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,15
29000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,17
30000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
31000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,18
32000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
33000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,16
34000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
35000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,16
36000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
37000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
38000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
39000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
40000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,16
41000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
42000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,16
43000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,9
44000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
45000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
46000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
47000,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,9
0,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
1000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,9
2000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,7
3000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,8
4000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,9
5000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,9
6000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
7000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,6
8000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
9000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
10000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
11000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,15
12000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,14
13000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,18
14000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,14
15000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
16000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
17000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
18000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
19000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,14
20000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
21000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
22000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
23000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
24000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
25000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
26000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,18
27000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
28000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
29000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,16
30000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
31000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,8
32000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,7
33000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,16
34000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
35000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,8
36000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,17
37000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
38000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
39000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
40000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
41000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
42000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
43000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,17
44000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
45000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,9
46000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,14
47000,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,16
0,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
1000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
2000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
3000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
4000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
5000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,9
6000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
7000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,9
8000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
9000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
10000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
11000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
12000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,14
13000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,18
14000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
15000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
16000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
17000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
18000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
19000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
20000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
21000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,19
22000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,9
23000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,14
24000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,15
25000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
26000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
27000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
28000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,17
29000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,17
30000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
31000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
32000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,11
33000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
34000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,14
35000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,19
36000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
37000,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,10
